"Hugo_Symbol","Frame_Shift_Del","Frame_Shift_Ins","In_Frame_Del","In_Frame_Ins","Missense_Mutation","Nonsense_Mutation","Nonstop_Mutation","Splice_Site","Translation_Start_Site","total","MutatedSamples","AlteredSamples"
"PCDHB8",0,0,0,0,1,0,0,0,0,1,1,1
"PCDHGA11",0,0,0,0,1,0,0,0,0,1,1,1
"PCDHGA5",0,0,0,0,1,0,0,0,0,1,1,1
"PCF11",0,0,0,0,1,0,0,0,0,1,1,1
"PCNX2",0,0,0,0,1,0,0,0,0,1,1,1
"PCSK2",0,0,0,0,1,0,0,0,0,1,1,1
"PCSK5",0,0,0,0,1,0,0,0,0,1,1,1
"PCYOX1L",0,0,0,0,1,0,0,0,0,1,1,1
"PCYT1A",0,0,0,0,1,0,0,0,0,1,1,1
"PDAP1",0,0,0,0,1,0,0,0,0,1,1,1
"PDE10A",0,0,0,0,1,0,0,0,0,1,1,1
"PDE11A",0,0,0,0,0,1,0,0,0,1,1,1
"PDE1B",0,0,0,0,1,0,0,0,0,1,1,1
"PDE3A",0,0,0,0,1,0,0,0,0,1,1,1
"PDE4DIP",0,0,0,0,1,0,0,0,0,1,1,1
"PDE5A",0,0,0,0,1,0,0,0,0,1,1,1
"PDGFRA",0,0,0,0,1,0,0,0,0,1,1,1
"PDGFRB",0,0,0,0,1,0,0,0,0,1,1,1
"PDP1",0,0,0,0,1,0,0,0,0,1,1,1
"PDS5B",0,0,0,0,1,0,0,0,0,1,1,1
"PDZK1",0,0,0,0,1,0,0,0,0,1,1,1
"PEAR1",0,0,0,0,1,0,0,0,0,1,1,1
"PEG3",0,0,0,0,1,0,0,0,0,1,1,1
"PEX13",1,0,0,0,0,0,0,0,0,1,1,1
"PEX19",0,0,0,0,1,0,0,0,0,1,1,1
"PGAM1",0,0,0,0,1,0,0,0,0,1,1,1
"PGAP3",0,0,0,0,1,0,0,0,0,1,1,1
"PGD",0,0,0,0,1,0,0,0,0,1,1,1
"PGM2L1",0,0,0,0,1,0,0,0,0,1,1,1
"PHACTR1",0,0,0,0,1,0,0,0,0,1,1,1
"PHACTR3",0,0,0,0,1,0,0,0,0,1,1,1
"PHACTR4",0,0,0,0,1,0,0,0,0,1,1,1
"PHF12",0,0,0,0,0,1,0,0,0,1,1,1
"PHIP",0,0,0,0,1,0,0,0,0,1,1,1
"PHKA2",0,0,0,0,1,0,0,0,0,1,1,1
"PHLPP1",0,0,0,0,1,0,0,0,0,1,1,1
"PHYH",0,0,0,0,1,0,0,0,0,1,1,1
"PIGO",0,0,0,0,1,0,0,0,0,1,1,1
"PIGU",0,0,0,0,1,0,0,0,0,1,1,1
"PIGV",0,0,0,0,1,0,0,0,0,1,1,1
"PIK3C2B",0,1,0,0,0,0,0,0,0,1,1,1
"PIKFYVE",0,0,0,0,1,0,0,0,0,1,1,1
"PIM2",0,1,0,0,0,0,0,0,0,1,1,1
"PIP4P2",0,0,0,0,1,0,0,0,0,1,1,1
"PIP5K1C",0,0,0,0,1,0,0,0,0,1,1,1
"PIWIL4",0,0,0,0,1,0,0,0,0,1,1,1
"PJA1",0,0,0,0,1,0,0,0,0,1,1,1
"PJA2",0,0,0,0,1,0,0,0,0,1,1,1
"PKD2L1",0,0,0,0,1,0,0,0,0,1,1,1
"PKDREJ",0,0,0,0,1,0,0,0,0,1,1,1
"PKHD1",0,0,0,0,0,1,0,0,0,1,1,1
"PKHD1L1",0,0,0,0,1,0,0,0,0,1,1,1
"PKM",0,0,0,0,1,0,0,0,0,1,1,1
"PKN1",0,0,0,0,1,0,0,0,0,1,1,1
"PKN2",0,0,0,0,1,0,0,0,0,1,1,1
"PKNOX1",0,0,0,0,1,0,0,0,0,1,1,1
"PKP2",0,0,0,0,0,1,0,0,0,1,1,1
"PLA2G2D",0,0,0,0,1,0,0,0,0,1,1,1
"PLA2G3",0,0,0,0,1,0,0,0,0,1,1,1
"PLA2G4F",0,0,0,0,1,0,0,0,0,1,1,1
"PLAA",0,0,0,0,1,0,0,0,0,1,1,1
"PLAGL1",0,0,0,0,1,0,0,0,0,1,1,1
"PLCD4",0,0,0,0,1,0,0,0,0,1,1,1
"PLD1",0,0,0,0,1,0,0,0,0,1,1,1
"PLD5",0,0,0,0,1,0,0,0,0,1,1,1
"PLEKHA4",0,0,0,0,1,0,0,0,0,1,1,1
"PLEKHA6",0,0,0,0,0,0,0,1,0,1,1,1
"PLEKHG6",0,0,0,0,1,0,0,0,0,1,1,1
"PLEKHO2",0,0,0,0,1,0,0,0,0,1,1,1
"PLOD1",0,0,0,0,1,0,0,0,0,1,1,1
"PLPP2",0,0,0,0,1,0,0,0,0,1,1,1
"PLPPR1",0,0,0,0,1,0,0,0,0,1,1,1
"PLPPR4",0,0,0,0,1,0,0,0,0,1,1,1
"PLXNA2",0,0,0,0,1,0,0,0,0,1,1,1
"PLXNA4",0,0,0,0,1,0,0,0,0,1,1,1
"PLXNC1",0,0,0,0,1,0,0,0,0,1,1,1
"PMF1",0,0,0,0,1,0,0,0,0,1,1,1
"PMFBP1",0,0,0,0,1,0,0,0,0,1,1,1
"PMS2",0,0,0,0,1,0,0,0,0,1,1,1
"PNMA3",0,0,0,0,1,0,0,0,0,1,1,1
"PNMA5",0,1,0,0,0,0,0,0,0,1,1,1
"PNPLA3",0,0,0,0,1,0,0,0,0,1,1,1
"PNPLA5",0,0,0,0,1,0,0,0,0,1,1,1
"POC1A",0,0,0,0,1,0,0,0,0,1,1,1
"PODXL2",0,0,0,0,1,0,0,0,0,1,1,1
"POGLUT1",0,0,0,0,1,0,0,0,0,1,1,1
"POGLUT2",0,0,0,0,1,0,0,0,0,1,1,1
"POLE",0,0,0,0,1,0,0,0,0,1,1,1
"POLG",0,0,0,0,1,0,0,0,0,1,1,1
"POLQ",0,0,0,0,1,0,0,0,0,1,1,1
"POLR1A",0,0,0,0,0,1,0,0,0,1,1,1
"POLR2B",0,0,0,0,1,0,0,0,0,1,1,1
"POLR2E",0,0,0,0,0,1,0,0,0,1,1,1
"POLRMT",0,0,0,0,1,0,0,0,0,1,1,1
"POM121L12",0,0,0,0,1,0,0,0,0,1,1,1
"POP1",1,0,0,0,0,0,0,0,0,1,1,1
"POP7",0,0,0,0,1,0,0,0,0,1,1,1
"POSTN",0,0,0,0,1,0,0,0,0,1,1,1
"POU3F2",0,1,0,0,0,0,0,0,0,1,1,1
"POU4F2",0,0,0,0,1,0,0,0,0,1,1,1
"POU5F1",0,0,0,0,1,0,0,0,0,1,1,1
"PPARGC1A",0,0,0,0,1,0,0,0,0,1,1,1
"PPARGC1B",0,0,0,0,1,0,0,0,0,1,1,1
"PPCS",0,0,0,0,1,0,0,0,0,1,1,1
"PPEF1",0,0,0,0,1,0,0,0,0,1,1,1
"PPIP5K1",0,0,0,0,1,0,0,0,0,1,1,1
"PPP1R12C",0,0,0,0,1,0,0,0,0,1,1,1
"PPP2R1B",0,0,0,0,1,0,0,0,0,1,1,1
"PPP4R3A",0,0,0,0,1,0,0,0,0,1,1,1
"PRAG1",0,0,0,0,1,0,0,0,0,1,1,1
"PRAMEF2",0,0,0,0,1,0,0,0,0,1,1,1
"PRDM1",0,0,0,0,1,0,0,0,0,1,1,1
"PRDM16",0,0,0,0,1,0,0,0,0,1,1,1
"PRDM7",0,0,0,0,1,0,0,0,0,1,1,1
"PRDX4",0,0,0,0,0,0,1,0,0,1,1,1
"PRELID2",0,1,0,0,0,0,0,0,0,1,1,1
"PRF1",0,0,0,0,1,0,0,0,0,1,1,1
"PRKAG2",0,0,0,0,1,0,0,0,0,1,1,1
"PRKAG3",0,0,0,0,1,0,0,0,0,1,1,1
"PRKCG",0,0,0,0,1,0,0,0,0,1,1,1
"PRKCI",0,0,0,0,1,0,0,0,0,1,1,1
"PRKD1",0,0,0,0,1,0,0,0,0,1,1,1
"PRKG2",0,0,0,0,1,0,0,0,0,1,1,1
"PRKX",0,0,0,0,1,0,0,0,0,1,1,1
"PRMT3",0,0,0,0,1,0,0,0,0,1,1,1
"PROKR1",0,0,0,0,1,0,0,0,0,1,1,1
"PROS1",0,0,0,0,1,0,0,0,0,1,1,1
"PROSER1",0,0,0,0,1,0,0,0,0,1,1,1
"PROX2",1,0,0,0,0,0,0,0,0,1,1,1
"PRPS2",0,0,0,0,1,0,0,0,0,1,1,1
"PRPSAP1",0,0,0,0,1,0,0,0,0,1,1,1
"PRRC2B",0,0,0,0,1,0,0,0,0,1,1,1
"PRRC2C",0,0,0,0,0,1,0,0,0,1,1,1
"PRSS58",0,0,0,0,1,0,0,0,0,1,1,1
"PSG9",0,0,0,0,1,0,0,0,0,1,1,1
"PSMA7",0,0,0,0,0,1,0,0,0,1,1,1
"PSMB10",0,0,0,0,1,0,0,0,0,1,1,1
"PSMD1",0,0,0,0,1,0,0,0,0,1,1,1
"PSMD11",0,0,0,0,1,0,0,0,0,1,1,1
"PSME4",0,0,0,0,1,0,0,0,0,1,1,1
"PTCD1",0,0,0,0,1,0,0,0,0,1,1,1
"PTCH2",0,0,0,0,1,0,0,0,0,1,1,1
"PTCHD4",0,0,0,0,1,0,0,0,0,1,1,1
"PTH1R",0,1,0,0,0,0,0,0,0,1,1,1
"PTK2B",0,0,0,0,1,0,0,0,0,1,1,1
"PTMS",0,0,0,0,1,0,0,0,0,1,1,1
"PTPN13",0,1,0,0,0,0,0,0,0,1,1,1
"PTPN14",0,0,0,0,1,0,0,0,0,1,1,1
"PTPN5",0,0,0,0,1,0,0,0,0,1,1,1
"PTPN6",0,0,0,0,1,0,0,0,0,1,1,1
"PTPRE",0,0,0,0,1,0,0,0,0,1,1,1
"PTPRH",0,0,0,0,1,0,0,0,0,1,1,1
"PTPRO",0,1,0,0,0,0,0,0,0,1,1,1
"PTPRT",0,0,0,0,1,0,0,0,0,1,1,1
"PUF60",0,0,0,0,1,0,0,0,0,1,1,1
"PUS1",0,0,0,0,1,0,0,0,0,1,1,1
"PUS3",0,0,0,0,1,0,0,0,0,1,1,1
"PYGO2",0,0,0,0,1,0,0,0,0,1,1,1
"QRICH1",0,0,0,0,1,0,0,0,0,1,1,1
"QRICH2",0,0,0,0,1,0,0,0,0,1,1,1
"QSOX1",0,0,0,0,1,0,0,0,0,1,1,1
"QTRT1",0,0,0,0,1,0,0,0,0,1,1,1
"R3HCC1L",0,0,0,0,1,0,0,0,0,1,1,1
"RAB11FIP2",0,0,0,0,1,0,0,0,0,1,1,1
"RAB11FIP3",0,0,0,0,1,0,0,0,0,1,1,1
"RAB19",0,0,0,0,1,0,0,0,0,1,1,1
"RAB23",0,0,0,0,1,0,0,0,0,1,1,1
"RAB24",0,0,0,0,1,0,0,0,0,1,1,1
"RAB28",0,0,0,0,1,0,0,0,0,1,1,1
"RAB29",0,0,0,0,1,0,0,0,0,1,1,1
"RAB5IF",0,0,0,0,1,0,0,0,0,1,1,1
"RABGAP1",0,0,0,0,1,0,0,0,0,1,1,1
"RAD21",1,0,0,0,0,0,0,0,0,1,1,1
"RAD23B",1,0,0,0,0,0,0,0,0,1,1,1
"RAI1",0,0,0,0,1,0,0,0,0,1,1,1
"RALGAPB",0,0,0,0,1,0,0,0,0,1,1,1
"RALGPS1",0,0,0,0,1,0,0,0,0,1,1,1
"RALY",0,0,0,0,1,0,0,0,0,1,1,1
"RANBP6",0,0,0,0,1,0,0,0,0,1,1,1
"RAP1B",0,0,0,0,1,0,0,0,0,1,1,1
"RAP1GDS1",0,0,0,0,1,0,0,0,0,1,1,1
"RARS1",0,0,0,0,1,0,0,0,0,1,1,1
"RASGRP2",0,0,0,0,1,0,0,0,0,1,1,1
"RASIP1",0,0,0,0,1,0,0,0,0,1,1,1
"RASL11A",0,0,0,0,1,0,0,0,0,1,1,1
"RASSF1",0,0,0,0,1,0,0,0,0,1,1,1
"RBBP4",0,0,0,0,1,0,0,0,0,1,1,1
"RBFOX2",0,0,0,0,1,0,0,0,0,1,1,1
"RBM11",0,0,0,0,1,0,0,0,0,1,1,1
"RBM15",0,0,0,0,1,0,0,0,0,1,1,1
"RBM3",0,0,0,0,1,0,0,0,0,1,1,1
"RBM42",0,0,0,0,1,0,0,0,0,1,1,1
"RBM48",0,0,0,0,1,0,0,0,0,1,1,1
"RBM4B",0,0,0,0,1,0,0,0,0,1,1,1
"RBMX2",0,0,0,0,1,0,0,0,0,1,1,1
"RBP3",0,0,0,0,0,1,0,0,0,1,1,1
"RBPJ",0,0,0,0,0,1,0,0,0,1,1,1
"REC8",0,0,0,0,1,0,0,0,0,1,1,1
"RELCH",0,0,0,0,0,1,0,0,0,1,1,1
"REPIN1",0,0,0,0,1,0,0,0,0,1,1,1
"RESF1",0,0,0,0,1,0,0,0,0,1,1,1
"REV3L",0,0,0,0,0,1,0,0,0,1,1,1
"RFPL1",0,0,0,0,1,0,0,0,0,1,1,1
"RFX2",0,0,0,0,1,0,0,0,0,1,1,1
"RFX3",0,0,0,0,1,0,0,0,0,1,1,1
"RFX4",0,0,0,0,1,0,0,0,0,1,1,1
"RGL3",0,0,0,0,1,0,0,0,0,1,1,1
"RGS1",0,0,0,0,1,0,0,0,0,1,1,1
"RGS16",0,0,0,0,1,0,0,0,0,1,1,1
"RHBDL3",0,0,0,0,1,0,0,0,0,1,1,1
"RHO",0,0,0,0,1,0,0,0,0,1,1,1
"RIF1",0,0,0,0,1,0,0,0,0,1,1,1
"RILPL2",0,0,0,0,0,1,0,0,0,1,1,1
"RIN3",0,0,0,0,1,0,0,0,0,1,1,1
"RIPK4",0,0,0,0,0,0,0,1,0,1,1,1
"RIPOR1",0,0,0,0,0,0,0,1,0,1,1,1
"RIPOR2",0,0,0,0,1,0,0,0,0,1,1,1
"RIT1",0,0,0,0,1,0,0,0,0,1,1,1
"RLN3",0,0,0,0,1,0,0,0,0,1,1,1
"RNASE2",0,0,0,0,1,0,0,0,0,1,1,1
"RNASE4",0,0,0,0,1,0,0,0,0,1,1,1
"RNASEL",0,0,0,0,1,0,0,0,0,1,1,1
"RND1",0,0,0,0,1,0,0,0,0,1,1,1
"RNF10",0,0,0,0,1,0,0,0,0,1,1,1
"RNF123",0,0,0,0,1,0,0,0,0,1,1,1
"RNF144B",0,0,0,0,1,0,0,0,0,1,1,1
"RNF152",0,0,0,0,1,0,0,0,0,1,1,1
"RNF17",0,0,0,0,1,0,0,0,0,1,1,1
"RNF207",0,0,0,0,0,0,0,1,0,1,1,1
"RNF216",0,0,0,0,1,0,0,0,0,1,1,1
"RNF5",0,0,0,0,1,0,0,0,0,1,1,1
"RNF6",0,0,0,0,1,0,0,0,0,1,1,1
"RNMT",0,0,0,0,1,0,0,0,0,1,1,1
"ROBO2",0,0,0,0,1,0,0,0,0,1,1,1
"ROCK2",0,0,0,0,1,0,0,0,0,1,1,1
"RPGR",0,0,0,0,1,0,0,0,0,1,1,1
"RPGRIP1L",0,0,0,0,1,0,0,0,0,1,1,1
"RPH3AL",0,0,0,0,0,0,0,1,0,1,1,1
"RPL27",0,0,0,0,1,0,0,0,0,1,1,1
"RPL32",0,0,0,0,1,0,0,0,0,1,1,1
"RPL4",0,0,0,0,1,0,0,0,0,1,1,1
"RPL5",0,0,0,0,1,0,0,0,0,1,1,1
"RPL7L1",0,0,0,0,1,0,0,0,0,1,1,1
"RPS12",0,0,0,0,1,0,0,0,0,1,1,1
"RPS18",0,0,0,0,1,0,0,0,0,1,1,1
"RPS6KA1",0,0,0,0,1,0,0,0,0,1,1,1
"RRH",0,0,0,0,1,0,0,0,0,1,1,1
"RRM2B",0,0,0,0,1,0,0,0,0,1,1,1
"RS1",0,0,0,0,1,0,0,0,0,1,1,1
"RSAD2",0,0,0,0,1,0,0,0,0,1,1,1
"RSF1",0,0,0,0,0,0,0,1,0,1,1,1
"RSKR",0,0,0,0,1,0,0,0,0,1,1,1
"RSL1D1",0,0,0,0,1,0,0,0,0,1,1,1
"RSRC1",0,0,0,0,0,1,0,0,0,1,1,1
"RTF1",0,0,0,0,1,0,0,0,0,1,1,1
"RTL8A",0,0,0,0,1,0,0,0,0,1,1,1
"RTN4",0,0,0,0,1,0,0,0,0,1,1,1
"RTN4RL1",0,0,0,0,1,0,0,0,0,1,1,1
"RTTN",0,0,0,0,0,1,0,0,0,1,1,1
"RUNX1T1",0,0,0,0,1,0,0,0,0,1,1,1
"RUVBL2",0,0,0,0,0,1,0,0,0,1,1,1
"RXYLT1",0,1,0,0,0,0,0,0,0,1,1,1
"RYK",0,0,0,0,1,0,0,0,0,1,1,1
"RYR2",0,0,0,0,1,0,0,0,0,1,1,1
"RYR3",0,0,0,0,1,0,0,0,0,1,1,1
"S100G",1,0,0,0,0,0,0,0,0,1,1,1
"S1PR4",0,1,0,0,0,0,0,0,0,1,1,1
"SAGE1",0,0,0,0,1,0,0,0,0,1,1,1
"SALL3",0,0,0,0,1,0,0,0,0,1,1,1
"SAMD9",0,0,0,0,0,1,0,0,0,1,1,1
"SAMHD1",0,0,0,0,1,0,0,0,0,1,1,1
"SASH1",0,0,0,0,1,0,0,0,0,1,1,1
"SCAMP5",0,0,0,0,0,1,0,0,0,1,1,1
"SCARB1",0,1,0,0,0,0,0,0,0,1,1,1
"SCFD2",0,0,0,0,1,0,0,0,0,1,1,1
"SCML2",0,0,0,0,1,0,0,0,0,1,1,1
"SCML4",0,0,0,0,1,0,0,0,0,1,1,1
"SCN1B",0,0,0,0,0,1,0,0,0,1,1,1
"SCN3A",0,0,0,0,1,0,0,0,0,1,1,1
"SCN7A",0,0,0,0,0,1,0,0,0,1,1,1
"SDK1",0,0,0,0,0,1,0,0,0,1,1,1
"SDSL",0,0,0,0,1,0,0,0,0,1,1,1
"SEC23A",0,0,0,0,1,0,0,0,0,1,1,1
"SEC24C",1,0,0,0,0,0,0,0,0,1,1,1
"SEC31A",0,0,0,0,1,0,0,0,0,1,1,1
"SEC31B",0,0,0,0,0,1,0,0,0,1,1,1
"SEH1L",0,0,0,0,1,0,0,0,0,1,1,1
"SEL1L2",0,0,0,0,1,0,0,0,0,1,1,1
"SEL1L3",0,0,0,0,1,0,0,0,0,1,1,1
"SELENON",0,0,0,0,1,0,0,0,0,1,1,1
"SELENOV",0,0,0,0,1,0,0,0,0,1,1,1
"SEMA4F",0,0,0,0,1,0,0,0,0,1,1,1
"SEMA4G",0,0,0,0,1,0,0,0,0,1,1,1
"SEMA6A",0,1,0,0,0,0,0,0,0,1,1,1
"SEMG2",0,0,0,0,1,0,0,0,0,1,1,1
"SEPTIN10",1,0,0,0,0,0,0,0,0,1,1,1
"SEPTIN4",0,0,0,0,1,0,0,0,0,1,1,1
"SERGEF",0,0,0,0,1,0,0,0,0,1,1,1
"SERINC4",0,0,0,0,1,0,0,0,0,1,1,1
"SERINC5",0,0,0,0,1,0,0,0,0,1,1,1
"SERPINA12",0,0,0,0,1,0,0,0,0,1,1,1
"SERPINF2",0,0,0,0,1,0,0,0,0,1,1,1
"SERPING1",0,0,0,0,1,0,0,0,0,1,1,1
"SERTAD4",0,0,0,0,1,0,0,0,0,1,1,1
"SESN2",0,0,0,0,1,0,0,0,0,1,1,1
"SETD3",0,0,0,0,1,0,0,0,0,1,1,1
"SETD5",0,0,0,0,1,0,0,0,0,1,1,1
"SETDB1",0,0,0,0,1,0,0,0,0,1,1,1
"SF3B3",0,0,0,0,1,0,0,0,0,1,1,1
"SFI1",0,0,0,0,1,0,0,0,0,1,1,1
"SFT2D1",0,0,0,0,0,0,0,1,0,1,1,1
"SFXN1",1,0,0,0,0,0,0,0,0,1,1,1
"SGCE",0,0,0,0,1,0,0,0,0,1,1,1
"SGPP2",0,0,0,0,1,0,0,0,0,1,1,1
"SGSM3",0,0,0,0,1,0,0,0,0,1,1,1
"SH2B1",0,0,0,0,1,0,0,0,0,1,1,1
"SH2B3",0,0,0,0,1,0,0,0,0,1,1,1
"SH2D2A",0,0,0,0,1,0,0,0,0,1,1,1
"SH2D4B",0,0,0,0,1,0,0,0,0,1,1,1
"SH3BP4",0,0,0,0,1,0,0,0,0,1,1,1
"SH3RF2",0,0,0,0,1,0,0,0,0,1,1,1
"SHC1",0,0,0,0,1,0,0,0,0,1,1,1
"SHC3",0,1,0,0,0,0,0,0,0,1,1,1
"SHC4",0,0,0,0,0,0,0,1,0,1,1,1
"SHKBP1",0,0,0,0,1,0,0,0,0,1,1,1
"SHPK",0,0,0,0,1,0,0,0,0,1,1,1
"SHROOM3",0,0,0,0,1,0,0,0,0,1,1,1
"SHTN1",0,0,0,0,1,0,0,0,0,1,1,1
"SIGLEC1",0,0,0,0,1,0,0,0,0,1,1,1
"SIGLEC11",0,0,0,0,1,0,0,0,0,1,1,1
"SIK2",0,0,0,0,1,0,0,0,0,1,1,1
"SIK3",0,0,0,0,0,1,0,0,0,1,1,1
"SIN3A",0,0,0,0,1,0,0,0,0,1,1,1
"SIN3B",0,0,0,0,1,0,0,0,0,1,1,1
"SIPA1L2",0,0,0,0,1,0,0,0,0,1,1,1
"SIRPG",0,0,0,0,0,1,0,0,0,1,1,1
"SIRT1",0,0,0,0,1,0,0,0,0,1,1,1
"SIRT2",0,0,0,0,1,0,0,0,0,1,1,1
"SIRT6",0,0,0,0,1,0,0,0,0,1,1,1
"SIX4",0,0,0,0,1,0,0,0,0,1,1,1
"SIX6",0,0,0,0,1,0,0,0,0,1,1,1
"SLAMF9",0,0,0,0,1,0,0,0,0,1,1,1
"SLC13A4",0,0,0,0,0,0,0,1,0,1,1,1
"SLC15A2",0,0,0,0,1,0,0,0,0,1,1,1
"SLC16A1",0,1,0,0,0,0,0,0,0,1,1,1
"SLC16A12",0,0,0,0,1,0,0,0,0,1,1,1
"SLC16A7",0,0,0,0,1,0,0,0,0,1,1,1
"SLC17A3",1,0,0,0,0,0,0,0,0,1,1,1
"SLC18A1",0,0,0,0,1,0,0,0,0,1,1,1
"SLC1A1",0,0,0,0,1,0,0,0,0,1,1,1
"SLC22A10",1,0,0,0,0,0,0,0,0,1,1,1
"SLC22A11",0,0,0,0,0,1,0,0,0,1,1,1
"SLC22A23",0,0,0,0,1,0,0,0,0,1,1,1
"SLC22A6",0,1,0,0,0,0,0,0,0,1,1,1
"SLC22A7",0,0,0,0,1,0,0,0,0,1,1,1
"SLC23A2",0,0,0,0,1,0,0,0,0,1,1,1
"SLC25A24",0,0,0,0,1,0,0,0,0,1,1,1
"SLC25A25",0,0,0,0,1,0,0,0,0,1,1,1
"SLC25A52",0,0,0,0,1,0,0,0,0,1,1,1
"SLC29A1",0,0,0,0,1,0,0,0,0,1,1,1
"SLC2A6",0,0,0,0,1,0,0,0,0,1,1,1
"SLC30A3",0,0,0,0,1,0,0,0,0,1,1,1
"SLC34A1",0,0,0,0,1,0,0,0,0,1,1,1
"SLC35F1",0,0,0,0,1,0,0,0,0,1,1,1
"SLC35F3",0,0,0,0,0,1,0,0,0,1,1,1
"SLC38A11",0,0,0,0,1,0,0,0,0,1,1,1
"SLC38A4",0,0,0,0,1,0,0,0,0,1,1,1
"SLC38A6",0,0,0,0,1,0,0,0,0,1,1,1
"SLC39A6",0,0,0,0,1,0,0,0,0,1,1,1
"SLC41A1",0,0,0,0,1,0,0,0,0,1,1,1
"SLC43A1",0,0,0,0,1,0,0,0,0,1,1,1
"SLC44A3",0,0,0,0,1,0,0,0,0,1,1,1
"SLC4A7",0,0,0,0,1,0,0,0,0,1,1,1
"SLC5A2",0,0,0,0,1,0,0,0,0,1,1,1
"SLC5A6",0,0,0,0,1,0,0,0,0,1,1,1
"SLC6A8",0,0,0,0,1,0,0,0,0,1,1,1
"SLC7A10",0,0,0,0,1,0,0,0,0,1,1,1
"SLC7A13",0,0,0,0,1,0,0,0,0,1,1,1
"SLC7A8",0,0,0,0,1,0,0,0,0,1,1,1
"SLC7A9",0,0,0,0,1,0,0,0,0,1,1,1
"SLC8A2",0,0,0,0,1,0,0,0,0,1,1,1
"SLC9C1",0,0,0,0,1,0,0,0,0,1,1,1
"SLCO1B1",0,0,0,0,1,0,0,0,0,1,1,1
"SLCO5A1",0,0,0,0,1,0,0,0,0,1,1,1
"SLFNL1",0,0,0,0,1,0,0,0,0,1,1,1
"SLIT3",0,0,0,0,0,0,0,1,0,1,1,1
"SLITRK2",0,0,0,0,1,0,0,0,0,1,1,1
"SLMAP",0,0,0,0,1,0,0,0,0,1,1,1
"SLU7",0,0,0,0,0,1,0,0,0,1,1,1
"SMAD9",0,0,0,0,1,0,0,0,0,1,1,1
"SMARCC1",0,1,0,0,0,0,0,0,0,1,1,1
"SMC4",0,0,0,0,1,0,0,0,0,1,1,1
"SMC5",0,0,0,0,1,0,0,0,0,1,1,1
"SMG1",0,0,0,0,1,0,0,0,0,1,1,1
"SMG5",0,0,0,0,1,0,0,0,0,1,1,1
"SMG9",0,0,0,0,1,0,0,0,0,1,1,1
"SMOX",0,0,0,0,1,0,0,0,0,1,1,1
"SMTN",0,0,0,0,1,0,0,0,0,1,1,1
"SNED1",0,0,0,0,1,0,0,0,0,1,1,1
"SNF8",0,0,0,0,1,0,0,0,0,1,1,1
"SNRNP200",0,0,0,0,1,0,0,0,0,1,1,1
"SNX33",0,0,0,0,0,1,0,0,0,1,1,1
"SOBP",0,0,0,0,1,0,0,0,0,1,1,1
"SOGA1",0,0,0,0,1,0,0,0,0,1,1,1
"SORBS2",0,1,0,0,0,0,0,0,0,1,1,1
"SORCS1",0,0,0,0,1,0,0,0,0,1,1,1
"SOS1",0,0,0,0,0,0,0,1,0,1,1,1
"SP100",0,0,0,0,1,0,0,0,0,1,1,1
"SPACA1",0,0,0,0,1,0,0,0,0,1,1,1
"SPAG17",0,0,0,0,1,0,0,0,0,1,1,1
"SPAM1",0,0,0,0,1,0,0,0,0,1,1,1
"SPARCL1",0,0,0,0,1,0,0,0,0,1,1,1
"SPATA16",0,0,0,0,0,1,0,0,0,1,1,1
"SPATA20",0,0,0,0,0,0,0,1,0,1,1,1
"SPATA31A1",0,0,0,0,1,0,0,0,0,1,1,1
"SPATA6L",0,0,0,0,1,0,0,0,0,1,1,1
"SPDYA",0,0,0,0,1,0,0,0,0,1,1,1
"SPDYE1",0,0,0,0,1,0,0,0,0,1,1,1
"SPEF2",0,0,0,0,1,0,0,0,0,1,1,1
"SPESP1",0,0,0,0,1,0,0,0,0,1,1,1
"SPI1",0,0,0,0,1,0,0,0,0,1,1,1
"SPINK9",0,0,0,0,1,0,0,0,0,1,1,1
"SPN",0,0,0,0,1,0,0,0,0,1,1,1
"SPOCD1",0,0,0,0,0,1,0,0,0,1,1,1
"SPON1",0,0,0,0,1,0,0,0,0,1,1,1
"SPP1",0,0,0,0,1,0,0,0,0,1,1,1
"SPPL2C",0,0,0,0,1,0,0,0,0,1,1,1
"SPRED2",0,0,0,0,1,0,0,0,0,1,1,1
"SPRY3",0,0,0,0,1,0,0,0,0,1,1,1
"SPTBN4",0,0,0,0,1,0,0,0,0,1,1,1
"SRA1",0,0,0,0,1,0,0,0,0,1,1,1
"SREK1",0,0,0,0,1,0,0,0,0,1,1,1
"SRF",0,1,0,0,0,0,0,0,0,1,1,1
"SRR",0,0,0,0,1,0,0,0,0,1,1,1
"SSH1",0,1,0,0,0,0,0,0,0,1,1,1
"SSH3",0,0,0,0,1,0,0,0,0,1,1,1
"SSTR4",0,0,0,0,1,0,0,0,0,1,1,1
"ST3GAL3",0,0,0,0,0,1,0,0,0,1,1,1
"ST6GALNAC4",0,0,0,0,1,0,0,0,0,1,1,1
"STAMBPL1",0,0,0,0,1,0,0,0,0,1,1,1
"STAT3",0,0,0,0,1,0,0,0,0,1,1,1
"STAT4",0,0,0,0,1,0,0,0,0,1,1,1
"STAT5A",1,0,0,0,0,0,0,0,0,1,1,1
"STAT6",0,0,0,0,1,0,0,0,0,1,1,1
"STK33",0,0,0,0,1,0,0,0,0,1,1,1
"STRC",0,0,0,0,1,0,0,0,0,1,1,1
